load_cpucore,load_min1,load_min5,load_min15,memswap_used,memswap_percent,memswap_free,memswap_sout,memswap_total,memswap_sin,percpu_0_cpu_number,percpu_0_guest_nice,percpu_0_softirq,percpu_0_iowait,percpu_0_system,percpu_0_guest,percpu_0_idle,percpu_0_user,percpu_0_key,percpu_0_irq,percpu_0_total,percpu_0_steal,percpu_0_nice,system_os_name,system_hostname,diskio_xvda1_key,diskio_xvda1_time_since_update,diskio_xvda1_read_bytes,diskio_xvda1_write_bytes,diskio_xvda1_disk_name,fs_/_mnt_point,fs_/_fs_type,fs_/_free,fs_/_key,fs_/_size,fs_/_percent,fs_/_used,fs_/_device_name,mem_available,mem_used,mem_cached,mem_percent,mem_free,mem_inactive,mem_active,mem_total,mem_buffers,network_lo_cumulative_cx,network_lo_time_since_update,network_lo_cx,network_lo_cumulative_tx,network_lo_tx,network_lo_cumulative_rx,network_lo_interface_name,network_lo_rx,network_lo_key,network_eth0_cumulative_cx,network_eth0_time_since_update,network_eth0_cx,network_eth0_cumulative_tx,network_eth0_tx,network_eth0_cumulative_rx,network_eth0_interface_name,network_eth0_rx,network_eth0_key,processcount_running,processcount_total,processcount_thread,processcount_sleeping,cpu_softirq,cpu_iowait,cpu_system,cpu_guest,cpu_idle,cpu_user,cpu_guest_nice,cpu_irq,cpu_total,cpu_steal,cpu_nice
1,0.0,0.01,0.05,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,99.0,0.4,cpu_number,0.0,1.0,0.1,0.0,Linux,samscatalogapp.com,disk_name,1,0,0,xvda1,/,ext4,4824199168,mnt_point,8309932032,36.6,3040010240,/dev/xvda1,656654336,384061440,328105984,36.9,656654336,179871744,510263296,1040715776,85798912,37853624,1,0,18926812,0,18926812,lo,0,interface_name,48654209,1,0,8326075,0,40328134,eth0,0,interface_name,1,139,256,138,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,100.0,0.0,0.0
